nama_faskes;jenis_faskes;provinsi;kota_kab;alamat;is_support_bpjs;link_maps;;;
Klinik Ilmiah;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Bunggasi-Poros Andounohu;TRUE;http://maps.google.co.id/?q=-4.000266,122.542212;;;
Klinik Sarlina Saf;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Pattimura No.05;TRUE;http://maps.google.co.id/?q=-3.96508,122.472746;;;
Klinik Kembar Rahmah;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. R. Soeprapto, No. 41 C;TRUE;http://maps.google.co.id/?q=-3.960768,122.515614;;;
Klinik Muhammadiyah Kendari;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Kh. Ahmad Dahlan, Nomor 27;TRUE;http://maps.google.co.id/?q=-3.997419,122.502458;;;
Klinik Wua-Wua;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. MT. Haryono, No. 57;TRUE;http://maps.google.co.id/?q=-3.991936,122.510928;;;
Klinik Kimia Farma Panjaitan;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;D.I Panjaitan No. 104 Kendari;TRUE;http://maps.google.co.id/?q=-4.026425,122.502673;;;
Klinik Kimia Farma Bahagia;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Ahmad Yani, No. 111;TRUE;http://maps.google.co.id/?q=-4.004024,122.499114;;;
Klinik Mitra Sehat;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jend A. H Nasution, No. G37;TRUE;http://maps.google.co.id/?q=-3.999861,122.521273;;;
Klinik Kimia Farma Kartika;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Mayjen. S. Parman No. 82;TRUE;-;;;
Klinik Diagnostik Rapha;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Malaka, No. 25 Kendari;TRUE;-;;;
Klinik Fatimah Azzahra;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl.Ir.H.Alala;TRUE;-;;;
Apotik WUA-WUA FARMA;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Mt. Haryono No. 23;TRUE;http://maps.google.co.id/?q=-3.989941,122.508011;;;
Apotik ILMIAH FARMA;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Bunggasi-Poros Andounohu;TRUE;http://maps.google.co.id/?q=-4.000153,122.542421;;;
IFRS Bahteramas;Apotek;Sulawesi Tenggara;Kota Kendari;Jl.Kapten Pierre Tendean No.50;TRUE;http://maps.google.co.id/?q=-3.969652,122.515579;;;
Apotik Monovalensi;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Mayjen Sutoyo, No. 8;TRUE;http://maps.google.co.id/?q=-3.964871,122.549854;;;
Apotek Kimia Farma Baruga;Apotek;Sulawesi Tenggara;Kota Kendari;jl.Kapten Piere Tendean no.45;TRUE;-;;;
Apotek Kimia Farma Kartika;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Mayjen S.Parman No. 75;TRUE;-;;;
Apotek Kimia Farma Bahagia;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Jend. A. Yani No. 84;TRUE;-;;;
Apotek Kimia Farma Kampus;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. MT. Haryono, No. 89;TRUE;-;;;
Apotek Kimia Farma Panjaitan;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. DI. Panjaitan No. 104;TRUE;-;;;
Apotek Kimia Farma Andounohu;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. N. H. Nasution Kendari;TRUE;-;;;
Apotek Kimia Farma 479;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Saranani No.199, Korumba;TRUE;-;;;
Apotek Kimia Farma 104;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Moh Hatta No. 77 Kendari;TRUE;http://maps.google.co.id/?q=-3.968662,122.573217;;;
Apotek Kimia Farma 288;Apotek;Sulawesi Tenggara;Kota Kendari;Jl. Ahmad Yani No. 84 Kendari;TRUE;http://maps.google.co.id/?q=-3.987199,122.50725;;;
If Rsud Kota Kendari;Apotek;Sulawesi Tenggara;Kota Kendari;Jl.Brigjend Z.A Sugianto No.39;TRUE;-;;;
IFRS Rs Jiwa;Apotek;Sulawesi Tenggara;Kota Kendari;Jl Dr Sutomo;TRUE;-;;;
Apotik Kimia Farma;Apotek;Sulawesi Tenggara;Kota Kendari;Jl.Laute No.1;TRUE;http://maps.google.co.id/?q=-3.969652,122.515579;;;
Basala;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Desa Basala;TRUE;http://maps.google.co.id/?q=-4.311281,122.14458;;;
Amondo;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Desa Amondo;TRUE;http://maps.google.co.id/?q=-4.439916,122.467594;;;
Tumbu-Tumbu Jaya;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Desa Tumbu-Tumbu Jaya;TRUE;http://maps.google.co.id/?q=-4.362451,122.881053;;;
Motaha;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Jalan Poros Andoolo - Motaha,;TRUE;http://maps.google.co.id/?q=-4.155396,122.202408;;;
Benua;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Benua;TRUE;http://maps.google.co.id/?q=-4.250645,122.192302;;;
Ranomeeto;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Ranomeeto;TRUE;http://maps.google.co.id/?q=-4.528234,121.835622;;;
Konda;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Konda;TRUE;http://maps.google.co.id/?q=-4.040285,122.464634;;;
Landono;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Landono;TRUE;http://maps.google.co.id/?q=-4.100395,122.336463;;;
Lainea;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Punggaluku;TRUE;http://maps.google.co.id/?q=-4.390579,122.631653;;;
Kolono;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Kolono;TRUE;http://maps.google.co.id/?q=-4.296523,122.761679;;;
Pamandati;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Pamandati;TRUE;http://maps.google.co.id/?q=-4.401851,122.669177;;;
Tinanggea;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Tinanggea;TRUE;http://maps.google.co.id/?q=-4.452312,122.279876;;;
Atari Jaya;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Desa Atari Jaya;TRUE;http://maps.google.co.id/?q=-4.419841,122.199443;;;
Palangga;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Palangga;TRUE;http://maps.google.co.id/?q=-4.340399,122.464418;;;
Andoolo Utama;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Andoolo Utama;TRUE;http://maps.google.co.id/?q=-4.295393,122.309007;;;
Bima Maroa;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Bima Maroa;TRUE;http://maps.google.co.id/?q=-4.329083,122.196088;;;
Baito;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Baito;TRUE;http://maps.google.co.id/?q=-4.242832,122.434539;;;
Moramo;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Kompleks Perkantoran Kecamatan;TRUE;http://maps.google.co.id/?q=-4.175349,122.792175;;;
Lalowaru;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Lalowaru;TRUE;http://maps.google.co.id/?q=-4.02713,122.638005;;;
Laonti;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Jl. Poros Laonti - Sangi - San;TRUE;http://maps.google.co.id/?q=-4.201515,122.878696;;;
Lameuru;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Lameuru;TRUE;http://maps.google.co.id/?q=-4.022499,122.400561;;;
Mowila;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Mowila;TRUE;http://maps.google.co.id/?q=-4.121427,122.328685;;;
Wolasi;Puskesmas;Sulawesi Tenggara;Kab. Konawe Selatan;Roraya;TRUE;http://maps.google.co.id/?q=-4.207619,122.587573;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Konawe Selatan;-;TRUE;-;;;
-;Dokter Gigi;Sulawesi Tenggara;Kab. Konawe Selatan;-;TRUE;-;;;
Dr. Muhammad Yunus; M.Kes;Klinik Utama;Sulawesi Tenggara;Kab. Konawe Selatan;Desa Kota Bangun;TRUE;http://maps.google.co.id/?q=-4.04097,122.464165;;
dr. MBAYO RIDWAN SANDI;Klinik Utama;Sulawesi Tenggara;Kab. Konawe Selatan;Jalan Poros Tinanggea-Bombana;TRUE;http://maps.google.co.id/?q=-4.443474,122.198034;;;
dr. Ade Heri Budiman;Klinik Utama;Sulawesi Tenggara;Kab. Konawe Selatan;Jl. Poros Moramo;TRUE;http://maps.google.co.id/?q=-4.093088,122.627287;;;
Klinik Lanud Haluoleo;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe Selatan;Kompleks Lanud Haluoleo;TRUE;http://maps.google.co.id/?q=-4.086737,122.406338;;;
Klinik Yonif 725 Woroagi;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe Selatan;Boro-Boro;TRUE;http://maps.google.co.id/?q=-4.092841,122.376526;;;
Klinik Satbrimobda Sultra;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe Selatan;Jalan Brigjen Katamso No.51;TRUE;http://maps.google.co.id/?q=-4.057939,122.475741;;;
Klinik Polres Konsel;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe Selatan;Jl. Poros Kendari Andolo Km 61;TRUE;http://maps.google.co.id/?q=-4.348182,122.280735;;;
Apotik ILMANY FARMA;Apotek;Sulawesi Tenggara;Kab. Konawe Selatan;Jl. Lanud W. Monginsidi No. 74;TRUE;http://maps.google.co.id/?q=-4.041374,122.46394;;;
Watunohu;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Jl. Trans Sulawesi;TRUE;http://maps.google.co.id/?q=-3.286445,120.97526;;;
Katoi;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Kel. Katoi;TRUE;http://maps.google.co.id/?q=-3.4415,120.917973;;;
Pakue Utara;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Pakue Utara;TRUE;http://maps.google.co.id/?q=-3.247546,121.333114;;;
Tolala;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Tolala;TRUE;http://maps.google.co.id/?q=-3.069803,121.110183;;;
Porehu;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Porehu;TRUE;http://maps.google.co.id/?q=-3.02573,121.217213;;;
Wawo;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Wawo;TRUE;http://maps.google.co.id/?q=-3.656743,121.124359;;;
Lambai;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Lambai;TRUE;http://maps.google.co.id/?q=-3.436429,120.917265;;;
Tiwu;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Kel. Tiwu;TRUE;http://maps.google.co.id/?q=-3.314652,120.961088;;;
Lasusua;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Lasusua;TRUE;http://maps.google.co.id/?q=-3.539723,120.963783;;;
Rante Angin;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Ranteangin;TRUE;http://maps.google.co.id/?q=-3.597,121.090875;;;
Mala-Mala;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Desa Mala-Mala;TRUE;http://maps.google.co.id/?q=-3.39911,121.010652;;;
Pakue;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Pakue;TRUE;http://maps.google.co.id/?q=-3.106367,121.064703;;;
Lapai;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Lapai;TRUE;http://maps.google.co.id/?q=-3.326472,121.056649;;;
Batu Putih;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Batu Putih;TRUE;http://maps.google.co.id/?q=-3.069974,121.109675;;;
Latowu;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Latowu;TRUE;http://maps.google.co.id/?q=-3.072262,121.072944;;;
Latali;Puskesmas;Sulawesi Tenggara;Kab. Kolaka Utara;Desa Latali;TRUE;http://maps.google.co.id/?q=-3.184617,121.14748;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Kolaka Utara;-;TRUE;-;;;
-;Dokter Gigi;Sulawesi Tenggara;Kab. Kolaka Utara;-;TRUE;-;;;
dr. HJ. HARTATI;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka Utara;Desa Beringin Kecamatan Ngapa;TRUE;http://maps.google.co.id/?q=-3.296698,120.997341;;;
dr.HJ. INDARYANI; M.Kes;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka Utara;Trans Sulawesi;TRUE;http://maps.google.co.id/?q=-3.510034,120.890697;;
dr. Yuliana;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka Utara;Desa Watuliwu, Kec. Lasusua;TRUE;http://maps.google.co.id/?q=-3.499675,120.893752;;;
Klinik Polres Kolaka Utara;Klinik Pratama;Sulawesi Tenggara;Kab. Kolaka Utara;Jl.Trans Sulawesi;TRUE;http://maps.google.co.id/?q=-3.501642,120.895096;;;
Apotek Farmasindo;Apotek;Sulawesi Tenggara;Kab. Kolaka Utara;Jl.Trans Sulawesi, Desa Tojabi;TRUE;-;;;
Hoga;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Pulau Hoga Kaledupa;TRUE;http://maps.google.co.id/?q=-5.76093,123.8964;;;
Onemobaa;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Desa Lamanggau Kec. Tomia;TRUE;http://maps.google.co.id/?q=-5.76093,123.8964;;;
Waitii;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Desa Waitii Kec. Tomia;TRUE;http://maps.google.co.id/?q=-5.75457,123.9063;;;
Kulati;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Desa Kulati Kec. Tomia Timur;TRUE;http://maps.google.co.id/?q=-5.75527,123.9889;;;
Wali;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Wali;TRUE;http://maps.google.co.id/?q=-5.97439,124.0685;;;
Buranga;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Buranga;TRUE;http://maps.google.co.id/?q=-5.54751,123.7736;;;
Liya;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Liya Togo Wangsel;TRUE;http://maps.google.co.id/?q=-5.38437,123.5894;;;
Tampara;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Tampara;TRUE;http://maps.google.co.id/?q=-5.54751,123.7669;;;
Runduma;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Kel. Runduma;TRUE;http://maps.google.co.id/?q=-5.349244,123.531326;;;
Taipabu;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Taipabu;TRUE;http://maps.google.co.id/?q=-5.92621,123.974;;;
Kapota;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Pulau Kapota Kab.Wakatobi;TRUE;http://maps.google.co.id/?q=-5.34197,123.4963;;;
Wangi Wangi;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Jl Samburaka No 3;TRUE;http://maps.google.co.id/?q=-5.3276,123.5383;;;
Wangiý Selatan;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Lingk Sentral;TRUE;http://maps.google.co.id/?q=-5.34093,123.5409;;;
Waetuno;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Waetuno;TRUE;http://maps.google.co.id/?q=-5.24908,123.5693;;;
Kaledupa;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Lagiwae;TRUE;http://maps.google.co.id/?q=-5.50064,123.7561;;;
Sandi;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Sandi;TRUE;http://maps.google.co.id/?q=-5.54564,123.7972;;;
Tomia;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Onemay Tomia;TRUE;http://maps.google.co.id/?q=-5.72116,123.9067;;;
Usuku;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Usuku;TRUE;http://maps.google.co.id/?q=-5.77597,123.9317;;;
Binongko;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Rukuwa;TRUE;http://maps.google.co.id/?q=-5.90301,124.0333;;;
Popalia;Puskesmas;Sulawesi Tenggara;Kab. Wakatobi;Ds Popalia;TRUE;http://maps.google.co.id/?q=-5.97137,124.005;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Wakatobi;-;TRUE;-;;;
-;Dokter Gigi;Sulawesi Tenggara;Kab. Wakatobi;-;TRUE;-;;;
dr. LA HIJAA;Klinik Utama;Sulawesi Tenggara;Kab. Wakatobi;Jl. Lapempengo;TRUE;http://maps.google.co.id/?q=-5.330776,123.542289;;;
Klinik Polres Wakatobi;Klinik Pratama;Sulawesi Tenggara;Kab. Wakatobi;Jl. H. Abd. Rahman 1 Wanduko;TRUE;http://maps.google.co.id/?q=-5.300145,123.531326;;;
Klinik As-Syifaa;Klinik Pratama;Sulawesi Tenggara;Kab. Wakatobi;Lingkungan Wasima;TRUE;http://maps.google.co.id/?q=-5.31468092,123.53190518;;;
Apotek Rsud Kabupaten Wakatobi;Apotek;Sulawesi Tenggara;Kab. Wakatobi;Jl.Wohou, Kelurahan Mandati II;TRUE;-;;;
Mataoleo;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Desa Lora;TRUE;http://maps.google.co.id/?q=-4.83804,122.055849;;;
Poleang Tenggara;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Desa Lemo;TRUE;http://maps.google.co.id/?q=-4.844364,121.877286;;;
Kabaena Utara;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Kabaena Utara;TRUE;http://maps.google.co.id/?q=-5.166106,121.890192;;;
Rumbia Tengah;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Jl. Poros Tapuahi;TRUE;http://maps.google.co.id/?q=-4.796471,122.082428;;;
Kep. Masaloka Raya;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Kepulauan Masaloka Raya;TRUE;http://maps.google.co.id/?q=-4.827156,122.226;;;
Mata Usu;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Mata Usu;TRUE;http://maps.google.co.id/?q=-4.528234,121.835622;;;
Poleang Tengah;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Jl. Pendidikan 2 No. ....;TRUE;http://maps.google.co.id/?q=-4.752879,121.72156;;;
Poleang Selatan;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Poleang Selatan;TRUE;http://maps.google.co.id/?q=-4.821204,121.783052;;;
Poleang Utara;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Tanah Poleang;TRUE;http://maps.google.co.id/?q=-4.709529,121.875096;;;
Poleang;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Poleang;TRUE;http://maps.google.co.id/?q=-4.783569,121.671202;;;
Tontonunu;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Kel. Tontonunu;TRUE;http://maps.google.co.id/?q=-4.688298,121.803484;;;
Kabaena;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Kel. Teomokole;TRUE;http://maps.google.co.id/?q=-5.253945,121.935539;;;
Rarowatu Utara;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Desa Aneka Marga;TRUE;http://maps.google.co.id/?q=-4.635699,122.022058;;;
Kabaena Selatan;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Kabaena Selatan;TRUE;http://maps.google.co.id/?q=-5.314098,121.927786;;;
Kabaena Tengah;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Jl.Poros Sikeli-Dongkala;TRUE;http://maps.google.co.id/?q=-5.239231,122.0683;;;
Rumbia;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Jln. Poros Kendari - Kasipute;TRUE;http://maps.google.co.id/?q=-4.769838,121.998685;;;
Rarowatu;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Kel. Taubonto;TRUE;http://maps.google.co.id/?q=-4.714775,122.019704;;;
Lomba Kasih;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Lomba Kasih;TRUE;http://maps.google.co.id/?q=-4.526046,122.068251;;;
Kabaena Barat;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Desa Baliara;TRUE;http://maps.google.co.id/?q=-5.2267,121.926822;;;
Kabaena Timur;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Dongkala;TRUE;http://maps.google.co.id/?q=-5.307492,122.042274;;;
Poleang Barat;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Boepinang;TRUE;http://maps.google.co.id/?q=-4.677128,121.667723;;;
Poleang Timur;Puskesmas;Sulawesi Tenggara;Kab. Bombana;Bambaea;TRUE;http://maps.google.co.id/?q=-4.822462,121.892497;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Bombana;-;TRUE;-;;;
-;Dokter Gigi;Sulawesi Tenggara;Kab. Bombana;-;TRUE;-;;;
-;Klinik Utama;Sulawesi Tenggara;Kab. Bombana;-;TRUE;-;;;
Klinik Polres Bombana;Klinik Pratama;Sulawesi Tenggara;Kab. Bombana;Jl. Tompo Batu No.1;TRUE;http://maps.google.co.id/?q=-4.347956,122.435645;;;
Klinik Dala Medika;Klinik Pratama;Sulawesi Tenggara;Kab. Bombana;Jalan Kelurahan Boepinang;TRUE;http://maps.google.co.id/?q=-4.782982,121.586849;;;
Klinik Wila Farma;Klinik Pratama;Sulawesi Tenggara;Kab. Bombana;Jalan Kelurahan Doule;TRUE;http://maps.google.co.id/?q=-4.772681,122.042726;;;
Klinik Fadillah Darma Medika;Klinik Pratama;Sulawesi Tenggara;Kab. Bombana;Kel. Lauru, Kec. Rumbia Tengah;TRUE;http://maps.google.co.id/?q=-4.775704,122.050165;;;
Apotek Wila Farma;Apotek;Sulawesi Tenggara;Kab. Bombana;Kelurahan Doule;TRUE;http://maps.google.co.id/?q=-4.772681,122.042726;;;
Matandahi;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Kelurahan Matandahi;TRUE;http://maps.google.co.id/?q=-3.845328,122.492952;;;
Lembo;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Kel. Lembo;TRUE;http://maps.google.co.id/?q=-3.770128,122.416681;;;
Molawe;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Kel. Molawe;TRUE;http://maps.google.co.id/?q=-3.518831,122.225362;;;
Tapunggaya;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Tapunggaya;TRUE;http://maps.google.co.id/?q=-3.499711,122.249148;;;
Landawe;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Landawe;TRUE;http://maps.google.co.id/?q=-3.399646,122.158218;;;
Lamparinga;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Lamparinga;TRUE;http://maps.google.co.id/?q=-3.208598,122.041203;;;
Langgikima;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Langgikima;TRUE;http://maps.google.co.id/?q=-3.315254,122.243901;;;
Andowia;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Kelurahan Andowia;TRUE;http://maps.google.co.id/?q=-3.570404,122.061531;;;
Wawolesea;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Wawolesea;TRUE;http://maps.google.co.id/?q=-3.716675,122.260059;;;
Wanggudu Raya;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Jl. Trans Sulawesi Kdi-Bungku;TRUE;http://maps.google.co.id/?q=-3.493874,122.096448;;;
Oheo;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Jl. Trans Sulawesi Kdi-Bungku;TRUE;http://maps.google.co.id/?q=-3.354199,122.066473;;;
Tetewatu;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Jl. Trans Sulawesi Kdi-Bungku;TRUE;http://maps.google.co.id/?q=-3.167688,122.117771;;;
Paka Indah;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Desa Paka Indah;TRUE;http://maps.google.co.id/?q=-3.383883,122.252488;;;
Andeo;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Desa Andeo;TRUE;http://maps.google.co.id/?q=-3.690448,122.251345;;;
Motui;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Jalan Sauala Desa Ranombupulu;TRUE;-;;;
Laronanga Pantai;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Jln. Pelabuhan Kel. Andowia, K;TRUE;-;;;
Asera;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Andowia;TRUE;http://maps.google.co.id/?q=-3.384578,121.748023;;;
Hialu;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Hialu;TRUE;http://maps.google.co.id/?q=-3.316957,122.162839;;;
Lasolo;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Jl. Tinobu No. 26;TRUE;http://maps.google.co.id/?q=-3.678182,122.174648;;;
Sawa;Puskesmas;Sulawesi Tenggara;Kab. Konawe Utara;Sawa;TRUE;http://maps.google.co.id/?q=-3.765774,122.412403;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Konawe Utara;-;TRUE;-;;;
-;Dokter Gigi;Sulawesi Tenggara;Kab. Konawe Utara;-;TRUE;-;;;
-;Klinik Utama;Sulawesi Tenggara;Kab. Konawe Utara;-;TRUE;-;;;
-;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe Utara;-;TRUE;-;;;
-;Apotek;Sulawesi Tenggara;Kab. Konawe Utara;-;TRUE;-;;;
Kioko;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;M. Kanawiah No.3;TRUE;http://maps.google.co.id/?q=-4.887862,122.998284;;;
Labaraga;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Poros Maligano - Labuan;TRUE;http://maps.google.co.id/?q=-4.512284,122.885529;;;
Lakansai;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Jln. Poros Ereke-Labuan;TRUE;http://maps.google.co.id/?q=-4.610122,123.174326;;;
Bone Rombo;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Kopasarano;TRUE;http://maps.google.co.id/?q=-4.824855,123.17513;;;
Wakorumba Utara;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Swadaya N0. 119;TRUE;http://maps.google.co.id/?q=-4.449839,122.973149;;;
Kulisusu;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Jl. Gaumalanga No.1;TRUE;http://maps.google.co.id/?q=-4.775597,123.176;;;
Bonegunu;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Jl. Maola Daud;TRUE;http://maps.google.co.id/?q=-4.813487,122.996303;;;
Lambale;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Jln Poros Ereke Bau Bau;TRUE;http://maps.google.co.id/?q=-4.6713367,123.0635861;;;
Waode Buri;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Poros Ereke-Waode Buri;TRUE;http://maps.google.co.id/?q=-4.691254,123.205423;;;
Kambowa;Puskesmas;Sulawesi Tenggara;Kab. Buton Utara;Jalan Poros Ereke Baubau;TRUE;http://maps.google.co.id/?q=-5.012508,122.902193;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Buton Utara;-;TRUE;-;;;
drg. SYAFRUDDIN;Dokter Gigi;Sulawesi Tenggara;Kab. Buton Utara;Jln. Keraton No. 14,;TRUE;http://maps.google.co.id/?q=-4.784559,123.175229;;;
